# Economia do produto = custo de cada posicao liquida executada sozinha - custo da pool.
# Nao se roda P0 por cliente: a entrada ja e liquida por decisao de negocio.
# Valores em bps; BRL sintetico nao deve ser apresentado como projecao comercial.
nome_mix,n_clientes,janela_dias,horizonte_dias,seed_base,volume_bruto_brl,custo_sem_pool_brl,custo_pool_brl,economia_produto_brl,economia_produto_bps,taxa_netabilidade_pool,n_remessas_sem_pool,n_remessas_pool,delta_remessas,delta_bps_por_1bp_spread,delta_bps_por_1real_fixo,delta_bps_por_1bp_carry,delta_bps_por_1bp_oportunidade_aa,iof_evitado_brl,iof_evitado_bps,spread_evitado_brl,spread_evitado_bps,fixo_evitado_brl,fixo_evitado_bps,carry_criado_brl,carry_criado_bps,espera_criada_brl,espera_criada_bps,participacao_iof,participacao_spread,participacao_fixo,participacao_carry
corporativo_pesado,12,1,365,75,584795945.72,6995101.87,1138420.09,5856681.78,100.149152,0.895951,370,23,347,0.895951,0.005934,-0.895951,-0.009302,4742509.76,81.096830,1309871.46,22.398778,13880.00,0.237348,-209579.43,-3.583804,0.00,0.000000,0.809761,0.223654,0.002370,-0.035785
corporativo_pesado,12,7,365,75,584795945.72,6995101.87,1179142.93,5815958.95,99.452792,0.897356,370,22,348,0.897356,0.005951,-0.897356,-0.015742,4700021.45,80.370281,1311925.60,22.433904,13920.00,0.238032,-209908.10,-3.589425,0.00,0.000000,0.808125,0.225573,0.002393,-0.036092
corporativo_pesado,12,1,365,76,498993441.43,6558503.80,1543671.30,5014832.50,100.498966,0.846579,334,42,292,0.846579,0.005852,-0.846579,-0.014590,4116033.83,82.486732,1056093.66,21.164480,11680.00,0.234071,-168974.99,-3.386317,0.00,0.000000,0.820772,0.210594,0.002329,-0.033695
corporativo_pesado,12,7,365,76,498993441.43,6558503.80,1517344.56,5041159.24,101.026563,0.849644,334,38,296,0.849644,0.005932,-0.849644,-0.017990,4138989.08,82.946763,1059916.86,21.241098,11840.00,0.237278,-169586.70,-3.398576,0.00,0.000000,0.821039,0.210253,0.002349,-0.033640
corporativo_pesado,12,1,365,77,563192179.38,6248220.53,1137502.52,5110718.01,90.745543,0.847917,377,37,340,0.847917,0.006037,-0.847917,-0.013148,4094283.89,72.697811,1193850.15,21.197918,13600.00,0.241481,-191016.02,-3.391667,0.00,0.000000,0.801117,0.233597,0.002661,-0.037376
corporativo_pesado,12,7,365,77,563192179.38,6248220.53,1146538.53,5101682.01,90.585100,0.847917,377,37,340,0.847917,0.006037,-0.847917,-0.018654,4085247.88,72.537369,1193850.15,21.197918,13600.00,0.241481,-191016.02,-3.391667,0.00,0.000000,0.800765,0.234011,0.002666,-0.037442
corporativo_pesado,12,1,365,78,623889471.19,8138666.78,1330899.21,6807767.58,109.118167,0.866015,372,41,331,0.866015,0.005305,-0.866015,-0.017971,5659903.18,90.719646,1350743.33,21.650363,13240.00,0.212217,-216118.93,-3.464058,0.00,0.000000,0.831389,0.198412,0.001945,-0.031746
corporativo_pesado,12,7,365,78,623889471.19,8138666.78,1357025.32,6781641.47,108.699406,0.866015,372,38,334,0.866015,0.005354,-0.866015,-0.022863,5633657.07,90.298960,1350743.33,21.650363,13360.00,0.214140,-216118.93,-3.464058,0.00,0.000000,0.830722,0.199176,0.001970,-0.031868
corporativo_pesado,12,1,365,79,531765052.79,6924726.48,967849.99,5956876.50,112.020835,0.915837,366,18,348,0.915837,0.006544,-0.915837,-0.012470,4920235.52,92.526492,1217524.98,22.895919,13920.00,0.261770,-194804.00,-3.663347,0.00,0.000000,0.825976,0.204390,0.002337,-0.032702
corporativo_pesado,12,7,365,79,531765052.79,6924726.48,946805.70,5977920.78,112.416579,0.916850,366,17,349,0.916850,0.006563,-0.916850,-0.018675,4940107.79,92.900196,1218872.61,22.921262,13960.00,0.262522,-195019.62,-3.667402,0.00,0.000000,0.826392,0.203896,0.002335,-0.032623
corporativo_pesado,12,1,365,80,522809619.28,6967716.80,523419.98,6444296.82,123.262782,0.908255,328,24,304,0.908255,0.005815,-0.908255,-0.015078,5434963.40,103.956836,1187111.21,22.706377,12160.00,0.232589,-189937.79,-3.633020,0.00,0.000000,0.843376,0.184211,0.001887,-0.029474
corporativo_pesado,12,7,365,80,522809619.28,6967716.80,523753.57,6443963.23,123.256401,0.908255,328,25,303,0.908255,0.005796,-0.908255,-0.021994,5434669.82,103.951221,1187111.21,22.706377,12120.00,0.231824,-189937.79,-3.633020,0.00,0.000000,0.843374,0.184221,0.001881,-0.029475
corporativo_pesado,12,1,365,81,526830689.80,6000330.21,949810.68,5050519.53,95.866084,0.854617,356,39,317,0.854617,0.006017,-0.854617,-0.015750,4092339.31,77.678453,1125595.50,21.365413,12680.00,0.240685,-180095.28,-3.418466,0.00,0.000000,0.810281,0.222867,0.002511,-0.035659
corporativo_pesado,12,7,365,81,526830689.80,6000330.21,949810.68,5050519.53,95.866084,0.854617,356,39,317,0.854617,0.006017,-0.854617,-0.020507,4092339.31,77.678453,1125595.50,21.365413,12680.00,0.240685,-180095.28,-3.418466,0.00,0.000000,0.810281,0.222867,0.002511,-0.035659
corporativo_pesado,12,1,365,82,527766901.51,6273839.55,956271.90,5317567.64,100.755990,0.838540,348,44,304,0.838540,0.005760,-0.838540,-0.018718,4376044.59,82.916238,1106384.59,20.963508,12160.00,0.230405,-177021.53,-3.354161,0.00,0.000000,0.822941,0.208062,0.002287,-0.033290
corporativo_pesado,12,7,365,82,527766901.51,6273839.55,984746.33,5289093.22,100.216463,0.838540,348,44,304,0.838540,0.005760,-0.838540,-0.022997,4347570.16,82.376711,1106384.59,20.963508,12160.00,0.230405,-177021.53,-3.354161,0.00,0.000000,0.821988,0.209182,0.002299,-0.033469
corporativo_pesado,12,1,365,83,477418312.14,5854171.21,1050400.64,4803770.57,100.619738,0.824004,329,52,277,0.824004,0.005802,-0.824004,-0.017949,3966561.66,83.083568,983486.79,20.600106,11080.00,0.232082,-157357.89,-3.296017,0.00,0.000000,0.825718,0.204732,0.002307,-0.032757
corporativo_pesado,12,7,365,83,477418312.14,5854171.21,1049981.54,4804189.67,100.628517,0.824004,329,51,278,0.824004,0.005823,-0.824004,-0.022794,3966940.76,83.091508,983486.79,20.600106,11120.00,0.232919,-157357.89,-3.296017,0.00,0.000000,0.825725,0.204714,0.002315,-0.032754
corporativo_pesado,12,1,365,84,580345283.97,7558354.66,687818.80,6870535.85,118.387037,0.917821,372,31,341,0.917821,0.005876,-0.917821,-0.013114,5738324.23,98.877761,1331632.88,22.945528,13640.00,0.235032,-213061.26,-3.671284,0.00,0.000000,0.835208,0.193818,0.001985,-0.031011
corporativo_pesado,12,7,365,84,580345283.97,7558354.66,700475.94,6857878.72,118.168940,0.917821,372,29,343,0.917821,0.005910,-0.917821,-0.018459,5725587.10,98.658286,1331632.88,22.945528,13720.00,0.236411,-213061.26,-3.671284,0.00,0.000000,0.834892,0.194176,0.002001,-0.031068
corporativo_pesado,12,1,365,85,549162870.72,7903213.33,966536.50,6936676.83,126.313653,0.901171,320,40,280,0.901171,0.005099,-0.901171,-0.013575,5886208.15,107.185108,1237224.63,22.529284,11200.00,0.203947,-197955.94,-3.604685,0.00,0.000000,0.848563,0.178360,0.001615,-0.028538
corporativo_pesado,12,7,365,85,549162870.72,7903213.33,1005393.74,6897819.60,125.606081,0.903236,320,37,283,0.903236,0.005153,-0.903236,-0.019188,5844850.10,106.431997,1240058.92,22.580895,11320.00,0.206132,-198409.43,-3.612943,0.00,0.000000,0.847347,0.179775,0.001641,-0.028764
corporativo_pesado,12,1,365,86,548062845.18,6252391.39,727763.96,5524627.43,100.802809,0.822570,355,34,321,0.822570,0.005857,-0.822570,-0.018205,4565065.14,83.294556,1127050.36,20.564254,12840.00,0.234280,-180328.06,-3.290281,0.00,0.000000,0.826312,0.204005,0.002324,-0.032641
corporativo_pesado,12,7,365,86,548062845.18,6252391.39,733671.45,5518719.95,100.695021,0.822570,355,32,323,0.822570,0.005893,-0.822570,-0.022652,4559077.65,83.185308,1127050.36,20.564254,12920.00,0.235739,-180328.06,-3.290281,0.00,0.000000,0.826111,0.204223,0.002341,-0.032676
corporativo_pesado,12,1,365,87,554772669.66,7513019.63,575052.07,6937967.57,125.059650,0.943468,331,19,312,0.943468,0.005624,-0.943468,-0.011386,5826326.06,105.021865,1308525.60,23.586699,12480.00,0.224957,-209364.10,-3.773872,0.00,0.000000,0.839774,0.188604,0.001799,-0.030177
corporativo_pesado,12,7,365,87,554772669.66,7513019.63,570559.64,6942459.99,125.140627,0.944175,331,20,311,0.944175,0.005606,-0.944175,-0.018095,5830035.22,105.088724,1309505.68,23.604365,12440.00,0.224236,-209520.91,-3.776698,0.00,0.000000,0.839765,0.188623,0.001792,-0.030180
corporativo_pesado,12,1,365,88,523754732.96,6330055.85,425971.30,5904084.55,112.726133,0.910632,329,19,310,0.910632,0.005919,-0.910632,-0.016163,4890094.00,93.366106,1192369.71,22.765803,12400.00,0.236752,-190779.15,-3.642528,0.00,0.000000,0.828256,0.201957,0.002100,-0.032313
corporativo_pesado,12,7,365,88,523754732.96,6330055.85,425687.04,5904368.81,112.731560,0.910632,329,19,310,0.910632,0.005919,-0.910632,-0.022260,4890378.26,93.371533,1192369.71,22.765803,12400.00,0.236752,-190779.15,-3.642528,0.00,0.000000,0.828264,0.201947,0.002100,-0.032312
corporativo_pesado,12,1,365,89,542131506.93,6584207.01,954735.09,5629471.93,103.839601,0.881245,362,32,330,0.881245,0.006087,-0.881245,-0.014684,4612995.17,85.089966,1194377.09,22.031132,13200.00,0.243483,-191100.33,-3.524981,0.00,0.000000,0.819437,0.212165,0.002345,-0.033946
corporativo_pesado,12,7,365,89,542131506.93,6584207.01,968458.01,5615749.00,103.586472,0.881245,362,31,331,0.881245,0.006106,-0.881245,-0.020406,4599232.25,84.836100,1194377.09,22.031132,13240.00,0.244221,-191100.33,-3.524981,0.00,0.000000,0.818988,0.212683,0.002358,-0.034029
corporativo_pesado,12,1,365,90,480933602.50,6058137.99,1201658.97,4856479.02,100.980239,0.836176,329,44,285,0.836176,0.005926,-0.836176,-0.018707,4000574.15,83.183502,1005362.94,20.904402,11400.00,0.237039,-160858.07,-3.344704,0.00,0.000000,0.823760,0.207015,0.002347,-0.033122
corporativo_pesado,12,7,365,90,480933602.50,6058137.99,1227120.87,4831017.12,100.450813,0.836176,329,43,286,0.836176,0.005947,-0.836176,-0.023719,3975072.25,82.653244,1005362.94,20.904402,11440.00,0.237871,-160858.07,-3.344704,0.00,0.000000,0.822823,0.208106,0.002368,-0.033297
corporativo_pesado,12,1,365,91,556158220.00,7581974.16,440494.75,7141479.41,128.407334,0.980138,362,12,350,0.980138,0.006293,-0.980138,-0.008521,5982745.00,107.572716,1362779.05,24.503442,14000.00,0.251727,-218044.65,-3.920551,0.00,0.000000,0.837746,0.190826,0.001960,-0.030532
corporativo_pesado,12,7,365,91,556158220.00,7581974.16,492003.93,7089970.23,127.481173,0.980340,362,11,351,0.980340,0.006311,-0.980340,-0.015334,5930959.94,106.641595,1363059.86,24.508491,14040.00,0.252446,-218089.58,-3.921359,0.00,0.000000,0.836528,0.192252,0.001980,-0.030760
corporativo_pesado,12,1,365,92,604082971.86,7895927.69,1130304.27,6765623.42,111.998248,0.870338,360,34,326,0.870338,0.005397,-0.870338,-0.015551,5648494.69,93.505279,1314391.35,21.758457,13040.00,0.215864,-210302.62,-3.481353,0.00,0.000000,0.834882,0.194275,0.001927,-0.031084
corporativo_pesado,12,7,365,92,604082971.86,7895927.69,1130304.27,6765623.42,111.998248,0.870338,360,34,326,0.870338,0.005397,-0.870338,-0.021443,5648494.69,93.505279,1314391.35,21.758457,13040.00,0.215864,-210302.62,-3.481353,0.00,0.000000,0.834882,0.194275,0.001927,-0.031084
corporativo_pesado,12,1,365,93,520797753.96,6000734.18,424145.25,5576588.94,107.077822,0.930719,353,12,341,0.930719,0.006548,-0.930719,-0.010557,4545044.74,87.270821,1211790.71,23.267971,13640.00,0.261906,-193886.51,-3.722875,0.00,0.000000,0.815022,0.217300,0.002446,-0.034768
corporativo_pesado,12,7,365,93,520797753.96,6000734.18,438444.18,5562290.01,106.803264,0.930719,353,10,343,0.930719,0.006586,-0.930719,-0.016932,4530665.81,86.994726,1211790.71,23.267971,13720.00,0.263442,-193886.51,-3.722875,0.00,0.000000,0.814532,0.217858,0.002467,-0.034857
corporativo_pesado,12,1,365,94,539376080.81,6489331.62,1113330.60,5376001.02,99.670735,0.857869,350,42,308,0.857869,0.005710,-0.857869,-0.014151,4391981.05,81.427064,1156785.68,21.446737,12320.00,0.228412,-185085.71,-3.431478,0.00,0.000000,0.816961,0.215176,0.002292,-0.034428
corporativo_pesado,12,7,365,94,539376080.81,6489331.62,1151308.79,5338022.83,98.966621,0.857869,350,42,308,0.857869,0.005710,-0.857869,-0.020234,4354002.86,80.722950,1156785.68,21.446737,12320.00,0.228412,-185085.71,-3.431478,0.00,0.000000,0.815658,0.216707,0.002308,-0.034673
corporativo_pesado,12,1,365,95,551186526.26,5970857.98,836206.09,5134651.88,93.156339,0.795062,346,55,291,0.795062,0.005280,-0.795062,-0.023084,4202734.02,76.248853,1095568.89,19.876554,11640.00,0.211181,-175291.02,-3.180249,0.00,0.000000,0.818504,0.213368,0.002267,-0.034139
corporativo_pesado,12,7,365,95,551186526.26,5970857.98,847925.52,5122932.45,92.943717,0.795942,346,55,291,0.795942,0.005280,-0.795942,-0.027256,4189996.31,76.017756,1096781.12,19.898547,11640.00,0.211181,-175484.98,-3.183768,0.00,0.000000,0.817890,0.214092,0.002272,-0.034255
corporativo_pesado,12,1,365,96,533365712.60,6442823.61,444190.43,5998633.18,112.467544,0.920006,342,28,314,0.920006,0.005887,-0.920006,-0.014605,4955603.76,92.911930,1226749.32,23.000153,12560.00,0.235486,-196279.89,-3.680025,0.00,0.000000,0.826122,0.204505,0.002094,-0.032721
corporativo_pesado,12,7,365,96,533365712.60,6442823.61,459929.47,5982894.14,112.172455,0.920006,342,27,315,0.920006,0.005906,-0.920006,-0.020813,4939824.71,92.616091,1226749.32,23.000153,12600.00,0.236236,-196279.89,-3.680025,0.00,0.000000,0.825658,0.205043,0.002106,-0.032807
corporativo_pesado,12,1,365,97,540537857.45,8772844.05,3088000.59,5684843.46,105.170126,0.779824,357,61,296,0.779824,0.005476,-0.779824,-0.015531,4787802.07,88.574778,1053811.18,19.495604,11840.00,0.219041,-168609.79,-3.119297,0.00,0.000000,0.842205,0.185372,0.002083,-0.029660
corporativo_pesado,12,7,365,97,540537857.45,8772844.05,3103737.72,5669106.33,104.878988,0.779824,357,61,296,0.779824,0.005476,-0.779824,-0.019265,4772064.94,88.283640,1053811.18,19.495604,11840.00,0.219041,-168609.79,-3.119297,0.00,0.000000,0.841767,0.185887,0.002089,-0.029742
corporativo_pesado,12,1,365,98,530666409.29,6437008.96,582893.98,5854114.98,110.316291,0.909643,344,27,317,0.909643,0.005974,-0.909643,-0.015074,4827728.91,90.974835,1206792.95,22.741084,12680.00,0.238945,-193086.87,-3.638573,0.00,0.000000,0.824673,0.206144,0.002166,-0.032983
corporativo_pesado,12,7,365,98,530666409.29,6437008.96,587614.80,5849394.16,110.227330,0.909643,344,27,317,0.909643,0.005974,-0.909643,-0.021312,4823008.09,90.885875,1206792.95,22.741084,12680.00,0.238945,-193086.87,-3.638573,0.00,0.000000,0.824531,0.206311,0.002168,-0.033010
corporativo_pesado,12,1,365,99,509780866.81,6152534.81,1468821.82,4683712.99,91.876987,0.865448,348,43,305,0.865448,0.005983,-0.865448,-0.016799,3745016.19,73.463255,1102972.39,21.636206,12200.00,0.239319,-176475.58,-3.461793,0.00,0.000000,0.799583,0.235491,0.002605,-0.037679
corporativo_pesado,12,7,365,99,509780866.81,6152534.81,1494004.10,4658530.71,91.383004,0.865448,348,39,309,0.865448,0.006061,-0.865448,-0.021318,3719673.91,72.966134,1102972.39,21.636206,12360.00,0.242457,-176475.58,-3.461793,0.00,0.000000,0.798465,0.236764,0.002653,-0.037882
corporativo_pesado,12,1,365,100,589964174.22,7744718.89,826563.17,6918155.72,117.263997,0.895793,363,31,332,0.895793,0.005627,-0.895793,-0.016129,5795055.82,98.227250,1321214.17,22.394820,13280.00,0.225098,-211394.27,-3.583171,0.00,0.000000,0.837659,0.190978,0.001920,-0.030556
corporativo_pesado,12,7,365,100,589964174.22,7744718.89,853214.75,6891504.13,116.812248,0.895793,363,31,332,0.895793,0.005627,-0.895793,-0.021800,5768404.23,97.775500,1321214.17,22.394820,13280.00,0.225098,-211394.27,-3.583171,0.00,0.000000,0.837031,0.191716,0.001927,-0.030675
corporativo_pesado,12,1,365,101,540637426.73,6350552.53,503803.42,5846749.11,108.145475,0.911901,357,21,336,0.911901,0.006215,-0.911901,-0.014121,4797992.49,88.746954,1232519.78,22.797530,13440.00,0.248595,-197203.16,-3.647605,0.00,0.000000,0.820626,0.210804,0.002299,-0.033729
corporativo_pesado,12,7,365,101,540637426.73,6350552.53,504608.08,5845944.45,108.130591,0.911901,357,21,336,0.911901,0.006215,-0.911901,-0.019998,4797187.84,88.732071,1232519.78,22.797530,13440.00,0.248595,-197203.16,-3.647605,0.00,0.000000,0.820601,0.210833,0.002299,-0.033733
corporativo_pesado,12,1,365,102,610230052.65,8516705.17,660838.22,7855866.96,128.736153,0.959406,368,13,355,0.959406,0.005817,-0.959406,-0.012208,6612204.55,108.355931,1463645.72,23.985146,14200.00,0.232699,-234183.31,-3.837623,0.00,0.000000,0.841690,0.186312,0.001808,-0.029810
corporativo_pesado,12,7,365,102,610230052.65,8516705.17,672706.02,7843999.15,128.541672,0.959406,368,13,355,0.959406,0.005817,-0.959406,-0.018756,6600336.75,108.161450,1463645.72,23.985146,14200.00,0.232699,-234183.31,-3.837623,0.00,0.000000,0.841450,0.186594,0.001810,-0.029855
corporativo_pesado,12,1,365,103,544670998.55,6765907.60,936639.32,5829268.29,107.023658,0.911585,360,30,330,0.911585,0.006059,-0.911585,-0.011748,4773388.86,87.638021,1241285.03,22.789630,13200.00,0.242348,-198605.61,-3.646341,0.00,0.000000,0.818866,0.212940,0.002264,-0.034070
corporativo_pesado,12,7,365,103,544670998.55,6765907.60,946359.89,5819547.71,106.845191,0.913816,360,27,333,0.913816,0.006114,-0.913816,-0.016814,4760996.83,87.410507,1244322.47,22.845396,13320.00,0.244551,-199091.60,-3.655263,0.00,0.000000,0.818104,0.213818,0.002289,-0.034211
corporativo_pesado,12,1,365,104,478393025.45,5686941.97,1005930.63,4681011.34,97.848654,0.887152,310,25,285,0.887152,0.005957,-0.887152,-0.013788,3778356.41,78.980173,1061017.78,22.178789,11400.00,0.238298,-169762.84,-3.548606,0.00,0.000000,0.807167,0.226664,0.002435,-0.036266
corporativo_pesado,12,7,365,104,478393025.45,5686941.97,1000094.83,4686847.14,97.970641,0.887152,310,25,285,0.887152,0.005957,-0.887152,-0.020339,3784192.21,79.102161,1061017.78,22.178789,11400.00,0.238298,-169762.84,-3.548606,0.00,0.000000,0.807407,0.226382,0.002432,-0.036221
corporativo_pesado,12,1,365,105,470287096.49,5931910.82,1224306.50,4707604.32,100.100648,0.904163,327,26,301,0.904163,0.006400,-0.904163,-0.014397,3802609.98,80.857204,1063040.89,22.604084,12040.00,0.256014,-170086.54,-3.616653,0.00,0.000000,0.807759,0.225814,0.002558,-0.036130
corporativo_pesado,12,7,365,105,470287096.49,5931910.82,1230719.32,4701191.50,99.964288,0.904163,327,24,303,0.904163,0.006443,-0.904163,-0.020013,3796117.15,80.719143,1063040.89,22.604084,12120.00,0.257715,-170086.54,-3.616653,0.00,0.000000,0.807480,0.226122,0.002578,-0.036179
corporativo_pesado,12,1,365,106,483475339.09,5867061.86,385316.53,5481745.33,113.382108,0.944940,342,11,331,0.944940,0.006846,-0.944940,-0.009797,4509109.39,93.264517,1142138.02,23.623501,13240.00,0.273851,-182742.08,-3.779760,0.00,0.000000,0.822568,0.208353,0.002415,-0.033336
corporativo_pesado,12,7,365,106,483475339.09,5867061.86,385196.53,5481865.33,113.384590,0.944940,342,8,334,0.944940,0.006908,-0.944940,-0.016522,4509109.39,93.264517,1142138.02,23.623501,13360.00,0.276333,-182742.08,-3.779760,0.00,0.000000,0.822550,0.208348,0.002437,-0.033336
corporativo_pesado,12,1,365,107,503910795.16,6613982.61,1489097.18,5124885.43,101.702235,0.856825,336,33,303,0.856825,0.006013,-0.856825,-0.015404,4206062.59,83.468396,1079408.14,21.420620,12120.00,0.240519,-172705.30,-3.427299,0.00,0.000000,0.820713,0.210621,0.002365,-0.033699
corporativo_pesado,12,7,365,107,503910795.16,6613982.61,1580619.06,5033363.54,99.886003,0.856825,336,33,303,0.856825,0.006013,-0.856825,-0.020617,4114540.70,81.652164,1079408.14,21.420620,12120.00,0.240519,-172705.30,-3.427299,0.00,0.000000,0.817454,0.214451,0.002408,-0.034312
corporativo_pesado,12,1,365,108,548031055.11,7266965.43,1139751.48,6127213.95,111.804138,0.865469,347,40,307,0.865469,0.005602,-0.865469,-0.016901,5118896.35,93.405224,1185759.04,21.636713,12280.00,0.224075,-189721.45,-3.461874,0.00,0.000000,0.835436,0.193523,0.002004,-0.030964
corporativo_pesado,12,7,365,108,548031055.11,7266965.43,1198078.40,6068887.03,110.739838,0.865469,347,37,310,0.865469,0.005657,-0.865469,-0.022356,5060449.44,92.338735,1185759.04,21.636713,12400.00,0.226265,-189721.45,-3.461874,0.00,0.000000,0.833835,0.195383,0.002043,-0.031261
corporativo_pesado,12,1,365,109,565609170.69,7550334.98,988620.72,6561714.26,116.011455,0.899950,357,22,335,0.899950,0.005923,-0.899950,-0.010506,5479372.64,96.875598,1272549.55,22.498743,13400.00,0.236913,-203607.93,-3.599799,0.00,0.000000,0.835052,0.193936,0.002042,-0.031030
corporativo_pesado,12,7,365,109,565609170.69,7550334.98,984234.94,6566100.04,116.088995,0.901717,357,21,336,0.901717,0.005940,-0.901717,-0.016517,5481618.93,96.915312,1275048.94,22.542933,13440.00,0.237620,-204007.83,-3.606869,0.00,0.000000,0.834836,0.194187,0.002047,-0.031070
corporativo_pesado,12,1,365,110,566406552.07,6488611.57,631860.09,5856751.47,103.401902,0.883298,380,29,351,0.883298,0.006197,-0.883298,-0.015613,4792068.82,84.604756,1250765.06,22.082461,14040.00,0.247878,-200122.41,-3.533194,0.00,0.000000,0.818213,0.213560,0.002397,-0.034170
corporativo_pesado,12,7,365,110,566406552.07,6488611.57,631820.09,5856791.47,103.402608,0.883298,380,28,352,0.883298,0.006215,-0.883298,-0.020903,4792068.82,84.604756,1250765.06,22.082461,14080.00,0.248585,-200122.41,-3.533194,0.00,0.000000,0.818207,0.213558,0.002404,-0.034169
corporativo_pesado,12,1,365,111,543167032.66,7185972.48,919690.09,6266282.38,115.365661,0.922609,365,32,333,0.922609,0.006131,-0.922609,-0.011874,5200588.02,95.745649,1252826.62,23.065218,13320.00,0.245228,-200452.26,-3.690435,0.00,0.000000,0.829932,0.199931,0.002126,-0.031989
corporativo_pesado,12,7,365,111,543167032.66,7185972.48,938755.89,6247216.59,115.014649,0.922609,365,31,334,0.922609,0.006149,-0.922609,-0.017516,5181482.23,95.393901,1252826.62,23.065218,13360.00,0.245965,-200452.26,-3.690435,0.00,0.000000,0.829407,0.200542,0.002139,-0.032087
corporativo_pesado,12,1,365,112,630277307.30,8058512.48,1023671.04,7034841.44,111.615020,0.869519,382,34,348,0.869519,0.005521,-0.869519,-0.016241,5870042.01,93.134275,1370094.56,21.737964,13920.00,0.220855,-219215.13,-3.478074,0.00,0.000000,0.834424,0.194758,0.001979,-0.031161
corporativo_pesado,12,7,365,112,630277307.30,8058512.48,1074343.04,6984169.44,110.811057,0.869519,382,32,350,0.869519,0.005553,-0.869519,-0.022121,5819290.01,92.329042,1370094.56,21.737964,14000.00,0.222124,-219215.13,-3.478074,0.00,0.000000,0.833211,0.196171,0.002005,-0.031387
corporativo_pesado,12,1,365,113,550378069.13,7581761.67,1265777.75,6315983.92,114.757187,0.851244,345,39,306,0.851244,0.005560,-0.851244,-0.011442,5319881.70,96.658679,1171264.55,21.281091,12240.00,0.222393,-187402.33,-3.404974,0.00,0.000000,0.842289,0.185445,0.001938,-0.029671
corporativo_pesado,12,7,365,113,550378069.13,7581761.67,1333303.11,6248458.56,113.530297,0.851244,345,38,307,0.851244,0.005578,-0.851244,-0.016386,5252316.34,95.431061,1171264.55,21.281091,12280.00,0.223119,-187402.33,-3.404974,0.00,0.000000,0.840578,0.187449,0.001965,-0.029992
corporativo_pesado,12,1,365,114,579726483.17,7226149.97,920179.54,6305970.42,108.774924,0.883150,358,32,326,0.883150,0.005623,-0.883150,-0.015569,5217761.15,90.003843,1279963.43,22.078747,13040.00,0.224934,-204794.15,-3.532600,0.00,0.000000,0.827432,0.202976,0.002068,-0.032476
corporativo_pesado,12,7,365,114,579726483.17,7226149.97,940444.29,6285705.68,108.425367,0.885682,358,30,328,0.885682,0.005658,-0.885682,-0.020994,5194334.03,89.599737,1283632.91,22.142044,13120.00,0.226314,-205381.27,-3.542727,0.00,0.000000,0.826372,0.204215,0.002087,-0.032674
corporativo_pesado,12,1,365,115,586711727.61,6964706.55,616049.51,6348657.04,108.207434,0.885498,376,23,353,0.885498,0.006017,-0.885498,-0.014726,5243520.25,89.371322,1298829.51,22.137439,14120.00,0.240663,-207812.72,-3.541990,0.00,0.000000,0.825926,0.204583,0.002224,-0.032733
corporativo_pesado,12,7,365,115,586711727.61,6964706.55,611781.49,6352925.07,108.280179,0.885498,376,23,353,0.885498,0.006017,-0.885498,-0.020441,5247788.28,89.444066,1298829.51,22.137439,14120.00,0.240663,-207812.72,-3.541990,0.00,0.000000,0.826043,0.204446,0.002223,-0.032711
corporativo_pesado,12,1,365,116,566652202.11,6548198.19,485880.78,6062317.41,106.984803,0.922398,345,20,325,0.922398,0.005735,-0.922398,-0.014901,4951691.48,87.385021,1306697.54,23.059957,13000.00,0.229418,-209071.61,-3.689593,0.00,0.000000,0.816798,0.215544,0.002144,-0.034487
corporativo_pesado,12,7,365,116,566652202.11,6548198.19,479120.89,6069077.30,107.104098,0.922398,345,20,325,0.922398,0.005735,-0.922398,-0.021634,4958451.37,87.504317,1306697.54,23.059957,13000.00,0.229418,-209071.61,-3.689593,0.00,0.000000,0.817003,0.215304,0.002142,-0.034449
corporativo_pesado,12,1,365,117,530084258.09,6635046.17,2499090.33,4135955.84,78.024498,0.772617,361,59,302,0.772617,0.005697,-0.772617,-0.017915,3263816.77,61.571660,1023879.85,19.315417,12080.00,0.227888,-163820.78,-3.090467,0.00,0.000000,0.789132,0.247556,0.002921,-0.039609
corporativo_pesado,12,7,365,117,530084258.09,6635046.17,2511324.71,4123721.46,77.793698,0.772617,361,57,304,0.772617,0.005735,-0.772617,-0.022877,3251502.39,61.339350,1023879.85,19.315417,12160.00,0.229397,-163820.78,-3.090467,0.00,0.000000,0.788487,0.248290,0.002949,-0.039726
corporativo_pesado,12,1,365,118,531661185.49,7508001.33,1126285.44,6381715.89,120.033511,0.918926,340,23,317,0.918926,0.005962,-0.918926,-0.012910,5343065.54,100.497567,1221393.28,22.973151,12680.00,0.238498,-195422.92,-3.675704,0.00,0.000000,0.837246,0.191389,0.001987,-0.030622
corporativo_pesado,12,7,365,118,531661185.49,7508001.33,1171370.88,6336630.45,119.185500,0.918926,340,23,317,0.918926,0.005962,-0.918926,-0.018888,5297980.09,99.649556,1221393.28,22.973151,12680.00,0.238498,-195422.92,-3.675704,0.00,0.000000,0.836088,0.192751,0.002001,-0.030840
corporativo_pesado,12,1,365,119,538353416.47,6236976.49,1114458.05,5122518.44,95.151592,0.815414,342,40,302,0.815414,0.005610,-0.815414,-0.021160,4188578.18,77.803503,1097452.70,20.385358,12080.00,0.224388,-175592.43,-3.261657,0.00,0.000000,0.817679,0.214241,0.002358,-0.034279
