# Economia do produto = custo de cada posicao liquida executada sozinha - custo da pool.
# Nao se roda P0 por cliente: a entrada ja e liquida por decisao de negocio.
# Valores em bps; BRL sintetico nao deve ser apresentado como projecao comercial.
nome_mix,n_clientes,janela_dias,horizonte_dias,seed_base,finalidade,direcao,aliquota_base,delta_volume_remetido_brl,iof_evitado_brl_base,iof_evitado_bps_base,delta_bps_por_1bp_aliquota
psp_dominante,12,7,365,244,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,118678931.56,450979.939928,13.556495,0.35674986
psp_dominante,12,7,365,244,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,81835007.77,2864225.271950,86.098852,0.24599672
psp_dominante,12,1,365,245,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,25876520.34,98330.777292,2.802436,0.07374833
psp_dominante,12,1,365,245,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,68398382.46,2393943.386100,68.227612,0.19493603
psp_dominante,12,1,365,245,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,120607221.64,458307.442232,13.061805,0.34373172
psp_dominante,12,1,365,245,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,78085359.52,2732987.583200,77.890403,0.22254401
psp_dominante,12,7,365,245,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,28969704.46,110084.876948,3.137429,0.08256393
psp_dominante,12,7,365,245,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,72304655.25,2530662.933750,72.124131,0.20606895
psp_dominante,12,7,365,245,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,120363169.98,457380.045924,13.035374,0.34303617
psp_dominante,12,7,365,245,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,77028219.19,2695987.671650,76.835902,0.21953115
psp_dominante,12,1,365,246,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,19535434.59,74234.651442,2.163058,0.05692257
psp_dominante,12,1,365,246,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,71419750.25,2499691.258750,72.836288,0.20810368
psp_dominante,12,1,365,246,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,136022866.86,516886.894068,15.061109,0.39634498
psp_dominante,12,1,365,246,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,84138551.20,2944849.292000,85.807353,0.24516387
psp_dominante,12,7,365,246,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,21193094.43,80533.758834,2.346602,0.06175268
psp_dominante,12,7,365,246,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,72190940.85,2526682.929750,73.622774,0.21035078
psp_dominante,12,7,365,246,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,135179417.95,513681.788210,14.967718,0.39388732
psp_dominante,12,7,365,246,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,84181571.53,2946355.003550,85.851227,0.24528922
psp_dominante,12,1,365,247,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,21050906.94,79993.446372,2.301705,0.06057117
psp_dominante,12,1,365,247,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,78687466.40,2754061.324000,79.244438,0.22641268
psp_dominante,12,1,365,247,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,139098718.08,528575.128704,15.209044,0.40023799
psp_dominante,12,1,365,247,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,81462158.62,2851175.551700,82.038770,0.23439649
psp_dominante,12,7,365,247,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,22493203.55,85474.173490,2.459405,0.06472119
psp_dominante,12,7,365,247,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,79316533.01,2776078.655350,79.877957,0.22822274
psp_dominante,12,7,365,247,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,138285488.08,525484.854704,15.120125,0.39789803
psp_dominante,12,7,365,247,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,81462158.62,2851175.551700,82.038770,0.23439649
psp_dominante,12,1,365,248,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,27153857.45,103184.658310,3.427055,0.09018567
psp_dominante,12,1,365,248,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,62034113.87,2171193.985450,72.111514,0.20603290
psp_dominante,12,1,365,248,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,102180952.68,388287.620184,12.896134,0.33937194
psp_dominante,12,1,365,248,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,67300696.26,2355524.369100,78.233649,0.22352471
psp_dominante,12,7,365,248,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,29179530.34,110882.215292,3.682713,0.09691350
psp_dominante,12,7,365,248,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,64394859.33,2253820.076550,74.855761,0.21387360
psp_dominante,12,7,365,248,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,101563140.84,385939.935192,12.818161,0.33732001
psp_dominante,12,7,365,248,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,66347811.85,2322173.414750,77.125969,0.22035991
psp_dominante,12,1,365,249,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,32767565.33,124516.748254,3.545318,0.09329784
psp_dominante,12,1,365,249,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,81617559.17,2856614.570950,81.335298,0.23238657
psp_dominante,12,1,365,249,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,126158109.02,479400.814276,13.649797,0.35920518
psp_dominante,12,1,365,249,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,77308115.18,2705784.031300,77.040758,0.22011645
psp_dominante,12,7,365,249,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,34754380.88,132066.647344,3.760283,0.09895482
psp_dominante,12,7,365,249,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,82543126.90,2889009.441500,82.257665,0.23502190
psp_dominante,12,7,365,249,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,125096861.20,475368.072560,13.534974,0.35618353
psp_dominante,12,7,365,249,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,77308115.18,2705784.031300,77.040758,0.22011645
psp_dominante,12,1,365,250,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,22179422.40,84281.805120,2.319214,0.06103196
psp_dominante,12,1,365,250,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,87399898.13,3058996.434550,84.175566,0.24050162
psp_dominante,12,1,365,250,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,144601046.91,549483.978258,15.120359,0.39790419
psp_dominante,12,1,365,250,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,79380571.18,2778319.991300,76.452086,0.21843453
psp_dominante,12,7,365,250,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,25222817.89,95846.707982,2.637450,0.06940659
psp_dominante,12,7,365,250,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,87712083.01,3069922.905350,84.476234,0.24136067
psp_dominante,12,7,365,250,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,141869836.30,539105.377940,14.834767,0.39038861
psp_dominante,12,7,365,250,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,79380571.18,2778319.991300,76.452086,0.21843453
psp_dominante,12,1,365,251,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,22494340.77,85478.494926,2.635416,0.06935304
psp_dominante,12,1,365,251,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,73297556.15,2565414.465250,79.095135,0.22598610
psp_dominante,12,1,365,251,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,117103878.73,444994.739174,13.719779,0.36104681
psp_dominante,12,1,365,251,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,66300663.35,2320523.217250,71.544813,0.20441375
psp_dominante,12,7,365,251,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,25056454.99,95214.528962,2.935590,0.07725238
psp_dominante,12,7,365,251,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,74450219.66,2605757.688100,80.338971,0.22953992
psp_dominante,12,7,365,251,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,115689057.18,439618.417284,13.554020,0.35668473
psp_dominante,12,7,365,251,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,66295292.51,2320335.237850,71.539017,0.20439719
psp_dominante,12,1,365,252,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,19332278.12,73462.656856,2.239118,0.05892417
psp_dominante,12,1,365,252,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,68268330.17,2389391.555950,72.827892,0.20807969
psp_dominante,12,1,365,252,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,123236271.07,468297.830066,14.273568,0.37562022
psp_dominante,12,1,365,252,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,74300219.02,2600507.665700,79.262644,0.22646470
psp_dominante,12,7,365,252,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,21435172.91,81453.657058,2.482681,0.06533372
psp_dominante,12,7,365,252,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,71826899.50,2513941.482500,76.624134,0.21892610
psp_dominante,12,7,365,252,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,123479604.64,469222.497632,14.301752,0.37636189
psp_dominante,12,7,365,252,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,73087878.05,2558075.731750,77.969332,0.22276952
psp_dominante,12,1,365,253,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,26908974.51,102254.103138,2.790376,0.07343095
psp_dominante,12,1,365,253,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,67479428.22,2361779.987700,64.449781,0.18414223
psp_dominante,12,1,365,253,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,138851954.77,527637.428126,14.398512,0.37890820
psp_dominante,12,1,365,253,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,98281501.06,3439852.537100,93.868922,0.26819692
psp_dominante,12,7,365,253,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,29328916.67,111449.883346,3.041317,0.08003465
psp_dominante,12,7,365,253,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,69594895.32,2435821.336200,66.470269,0.18991505
psp_dominante,12,7,365,253,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,138546645.44,526477.252672,14.366852,0.37807505
psp_dominante,12,7,365,253,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,98280666.79,3439823.337650,93.868125,0.26819464
psp_dominante,12,1,365,254,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,23698401.80,90053.926840,2.453848,0.06457494
psp_dominante,12,1,365,254,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,61070303.47,2137460.621450,58.242909,0.16640831
psp_dominante,12,1,365,254,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,115855644.55,440251.449290,11.996256,0.31569095
psp_dominante,12,1,365,254,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,78483742.88,2746931.000800,74.850152,0.21385758
psp_dominante,12,7,365,254,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,27339796.58,103891.227004,2.830895,0.07449725
psp_dominante,12,7,365,254,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,63048516.19,2206698.066650,60.129536,0.17179867
psp_dominante,12,7,365,254,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,114127184.87,433683.302506,11.817283,0.31098113
psp_dominante,12,7,365,254,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,78418465.26,2744646.284100,74.787897,0.21367971
psp_dominante,12,1,365,255,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,23677140.25,89973.132950,2.526620,0.06648999
psp_dominante,12,1,365,255,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,91744641.30,3211062.445500,90.172845,0.25763670
psp_dominante,12,1,365,255,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,136813298.25,519890.533350,14.599532,0.38419821
psp_dominante,12,1,365,255,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,68745797.20,2406102.902000,67.568024,0.19305150
psp_dominante,12,7,365,255,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,25808592.62,98072.651956,2.754070,0.07247552
psp_dominante,12,7,365,255,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,93657209.55,3278002.334250,92.052646,0.26300756
psp_dominante,12,7,365,255,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,136658899.98,519303.819924,14.583056,0.38376463
psp_dominante,12,7,365,255,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,68810283.05,2408359.906750,67.631405,0.19323259
psp_dominante,12,1,365,256,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,22356431.53,84954.439814,2.545538,0.06698784
psp_dominante,12,1,365,256,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,69987825.82,2449573.903700,73.397968,0.20970848
psp_dominante,12,1,365,256,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,121471173.89,461590.460782,13.830896,0.36397094
psp_dominante,12,1,365,256,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,73839779.60,2584392.286000,77.437607,0.22125031
psp_dominante,12,7,365,256,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,24859138.61,94464.726718,2.830500,0.07448684
psp_dominante,12,7,365,256,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,71966260.43,2518819.115050,75.472801,0.21563657
psp_dominante,12,7,365,256,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,120449983.75,457709.938250,13.714622,0.36091110
psp_dominante,12,7,365,256,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,73342861.93,2567000.167550,76.916477,0.21976136
psp_dominante,12,1,365,257,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,18980185.20,72124.703760,2.128129,0.05600340
psp_dominante,12,1,365,257,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,73694513.91,2579307.986850,76.105691,0.21744483
psp_dominante,12,1,365,257,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,122428989.14,465230.158732,13.727195,0.36124196
psp_dominante,12,1,365,257,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,67714660.43,2370013.115050,69.930185,0.19980053
psp_dominante,12,7,365,257,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,21727886.53,82565.968814,2.436212,0.06411083
psp_dominante,12,7,365,257,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,74071792.55,2592512.739250,76.495313,0.21855804
psp_dominante,12,7,365,257,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,120038143.79,456144.946402,13.459124,0.35418748
psp_dominante,12,7,365,257,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,67694237.77,2369298.321950,69.909094,0.19974027
psp_dominante,12,1,365,258,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,23288235.26,88495.293988,2.754926,0.07249806
psp_dominante,12,1,365,258,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,66869226.57,2340422.929950,72.859154,0.20816901
psp_dominante,12,1,365,258,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,123129123.03,467890.667514,14.565794,0.38331037
psp_dominante,12,1,365,258,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,79548131.72,2784184.610200,86.673794,0.24763941
psp_dominante,12,7,365,258,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,25180140.62,95684.534356,2.978733,0.07838770
psp_dominante,12,7,365,258,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,68568114.18,2399883.996300,74.710223,0.21345778
psp_dominante,12,7,365,258,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,122936105.28,467157.200064,14.542961,0.38270949
psp_dominante,12,7,365,258,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,79548131.72,2784184.610200,86.673794,0.24763941
psp_dominante,12,1,365,259,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,17449565.44,66308.348672,2.003081,0.05271267
psp_dominante,12,1,365,259,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,77267310.88,2704355.880800,81.694767,0.23341362
psp_dominante,12,1,365,259,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,130821816.36,497122.902168,15.017380,0.39519421
psp_dominante,12,1,365,259,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,71004070.92,2485142.482200,75.072640,0.21449326
psp_dominante,12,7,365,259,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,19084607.42,72521.508196,2.190772,0.05765190
psp_dominante,12,7,365,259,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,77617262.58,2716604.190300,82.064771,0.23447078
psp_dominante,12,7,365,259,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,129549096.36,492286.566168,14.871281,0.39134950
psp_dominante,12,7,365,259,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,71016441.20,2485575.442000,75.085720,0.21453063
psp_dominante,12,1,365,260,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,18028750.38,68509.251444,2.122511,0.05585554
psp_dominante,12,1,365,260,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,69021234.20,2415743.197000,74.843035,0.21383724
psp_dominante,12,1,365,260,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,107133822.32,407108.524816,12.612780,0.33191526
psp_dominante,12,1,365,260,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,56141338.50,1964946.847500,60.876746,0.17393356
psp_dominante,12,7,365,260,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,19778511.83,75158.344954,2.328509,0.06127654
psp_dominante,12,7,365,260,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,69021234.20,2415743.197000,74.843035,0.21383724
psp_dominante,12,7,365,260,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,105384060.87,400459.431306,12.406782,0.32649426
psp_dominante,12,7,365,260,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,56141338.50,1964946.847500,60.876746,0.17393356
psp_dominante,12,1,365,261,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,27809045.73,105674.373774,3.011443,0.07924850
psp_dominante,12,1,365,261,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,69708739.54,2439805.883900,69.528079,0.19865165
psp_dominante,12,1,365,261,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,129761268.22,493092.819236,14.051854,0.36978564
psp_dominante,12,1,365,261,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,87861574.41,3075155.104350,87.633868,0.25038248
psp_dominante,12,7,365,261,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,28846869.12,109618.102656,3.123829,0.08220602
psp_dominante,12,7,365,261,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,70309317.79,2460826.122650,70.127101,0.20036315
psp_dominante,12,7,365,261,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,129414728.00,491775.966400,14.014327,0.36879809
psp_dominante,12,7,365,261,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,87952279.33,3078329.776550,87.724338,0.25064097
psp_dominante,12,1,365,262,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,26874303.76,102122.354288,3.529367,0.09287808
psp_dominante,12,1,365,262,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,53158599.09,1860550.968150,64.300976,0.18371707
psp_dominante,12,1,365,262,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,103043124.78,391563.874164,13.532518,0.35611889
psp_dominante,12,1,365,262,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,76758829.45,2686559.030750,92.847964,0.26527990
psp_dominante,12,7,365,262,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,30031067.21,114118.055398,3.943941,0.10378791
psp_dominante,12,7,365,262,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,55283133.47,1934909.671450,66.870826,0.19105950
psp_dominante,12,7,365,262,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,102063666.93,387841.934334,13.403887,0.35273387
psp_dominante,12,7,365,262,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,76811600.67,2688406.023450,92.911796,0.26546227
psp_dominante,12,1,365,263,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,24251080.96,92154.107648,2.650184,0.06974169
psp_dominante,12,1,365,263,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,88118872.13,3084160.524550,88.694838,0.25341382
psp_dominante,12,1,365,263,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,132933293.52,505146.515376,14.527094,0.38229193
psp_dominante,12,1,365,263,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,69065502.35,2417292.582250,69.516931,0.19861980
psp_dominante,12,7,365,263,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,26961309.28,102452.975264,2.946361,0.07753581
psp_dominante,12,7,365,263,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,89344327.89,3127051.476150,89.928304,0.25693801
psp_dominante,12,7,365,263,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,131449207.02,499506.986676,14.364911,0.37802397
psp_dominante,12,7,365,263,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,69066188.41,2417316.594350,69.517621,0.19862178
psp_dominante,12,1,365,264,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,20576276.84,78189.851992,2.194058,0.05773836
psp_dominante,12,1,365,264,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,78474412.69,2746604.444150,77.071492,0.22020426
psp_dominante,12,1,365,264,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,138880122.65,527744.466070,14.808850,0.38970658
psp_dominante,12,1,365,264,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,80981986.80,2834369.538000,79.534237,0.22724068
psp_dominante,12,7,365,264,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,24261503.59,92193.713642,2.587015,0.06807934
psp_dominante,12,7,365,264,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,79009025.83,2765315.904050,77.596548,0.22170442
psp_dominante,12,7,365,264,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,135705073.04,515679.277552,14.470293,0.38079719
psp_dominante,12,7,365,264,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,80957550.80,2833514.278000,79.510238,0.22717211
psp_dominante,12,1,365,265,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,19817793.26,75307.614388,2.220115,0.05842409
psp_dominante,12,1,365,265,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,73351092.51,2567288.237850,75.685253,0.21624358
psp_dominante,12,1,365,265,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,128412569.26,487967.763188,14.385593,0.37856824
psp_dominante,12,1,365,265,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,74879270.01,2620774.450350,77.262060,0.22074874
psp_dominante,12,7,365,265,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,21078539.87,80098.451506,2.361352,0.06214085
psp_dominante,12,7,365,265,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,74357856.46,2602524.976100,76.724054,0.21921158
psp_dominante,12,7,365,265,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,128071337.43,486671.082234,14.347366,0.37756226
psp_dominante,12,7,365,265,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,74792020.84,2617720.729400,77.172034,0.22049153
psp_dominante,12,1,365,266,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,21634179.65,82209.882670,2.437670,0.06414921
psp_dominante,12,1,365,266,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,84246120.99,2948614.234650,87.431680,0.24980480
psp_dominante,12,1,365,266,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,131669022.78,500342.286564,14.836043,0.39042218
psp_dominante,12,1,365,266,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,69057081.44,2416997.850400,71.668305,0.20476658
psp_dominante,12,7,365,266,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,23831561.16,90559.932408,2.685264,0.07066484
psp_dominante,12,7,365,266,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,84851909.96,2969816.848600,88.060376,0.25160107
psp_dominante,12,7,365,266,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,129749966.31,493049.871978,14.619810,0.38473183
psp_dominante,12,7,365,266,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,68729617.51,2405536.612850,71.328458,0.20379560
psp_dominante,12,1,365,267,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,20250406.35,76951.544130,2.441058,0.06423837
psp_dominante,12,1,365,267,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,62009781.12,2170342.339200,68.847629,0.19670751
psp_dominante,12,1,365,267,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,115571345.00,439171.111000,13.931392,0.36661557
psp_dominante,12,1,365,267,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,73811970.23,2583418.958050,81.951251,0.23414643
psp_dominante,12,7,365,267,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,21271760.90,80832.691420,2.564176,0.06747831
psp_dominante,12,7,365,267,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,63900103.53,2236503.623550,70.946398,0.20270399
psp_dominante,12,7,365,267,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,116029852.18,440913.438284,13.986662,0.36807005
psp_dominante,12,7,365,267,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,73401509.55,2569052.834250,81.495528,0.23284437
psp_dominante,12,1,365,268,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,24837805.09,94383.659342,2.790708,0.07343967
psp_dominante,12,1,365,268,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,79272507.71,2774537.769850,82.036698,0.23439057
psp_dominante,12,1,365,268,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,121842204.05,463000.375390,13.689856,0.36025936
psp_dominante,12,1,365,268,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,67407501.43,2359262.550050,69.757965,0.19930847
psp_dominante,12,7,365,268,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,26840360.80,101993.371040,3.015709,0.07936077
psp_dominante,12,7,365,268,ANEXO_V_ATIVOS_VIRTUAIS,OUT,0.03500000,80216175.05,2807566.126750,83.013271,0.23718077
psp_dominante,12,7,365,268,ANEXO_V_DISPONIBILIDADE,IN,0.00380000,120748637.10,458844.820980,13.566986,0.35702594
psp_dominante,12,7,365,268,ANEXO_V_REMESSA_TERCEIRO,OUT,0.03500000,67372822.85,2358048.799750,69.722077,0.19920594
psp_dominante,12,1,365,269,ANEXO_V_ATIVOS_VIRTUAIS,IN,0.00380000,15243849.73,57926.628974,1.695521,0.04461897
