# Contrato de leitura: cada Ordem e uma posicao liquida que o cliente decidiu enviar ao orquestrador.
# O baseline executa cada posicao liquida sozinha; nao ha segunda deducao de autonetting.
# Spread, custo fixo e duas regras de IOF ainda nao sao dados calibrados/confirmados.
nome_mix,n_clientes,janela_dias,horizonte_dias,seed_base,volume_bruto_brl,economia_produto_bps,iof_evitado_bps,spread_evitado_bps,fixo_evitado_bps,carry_criado_bps,espera_criada_bps,participacao_iof,participacao_spread,participacao_fixo,participacao_carry,delta_bps_por_1bp_spread,delta_bps_por_1real_fixo,delta_bps_por_1bp_carry,erro_recomposicao_brl
retail_pesado,24,7,365,188,559037142.44,106.196404,89.802148,12.216153,6.132687,-1.954584,0.000000,0.845623,0.115034,0.057749,-0.018405,0.488646,0.153317,-0.488646,0.01
retail_pesado,24,1,365,189,526519746.97,110.751164,93.643986,12.743309,6.402799,-2.038929,0.000000,0.845535,0.115063,0.057812,-0.018410,0.509732,0.160070,-0.509732,0.01
retail_pesado,24,7,365,189,526519746.97,110.751164,93.643986,12.743309,6.402799,-2.038929,0.000000,0.845535,0.115063,0.057812,-0.018410,0.509732,0.160070,-0.509732,0.01
retail_pesado,24,1,365,190,547432415.64,116.798947,98.908171,13.936903,6.183777,-2.229904,0.000000,0.846824,0.119324,0.052944,-0.019092,0.557476,0.154594,-0.557476,0.00
retail_pesado,24,7,365,190,547432415.64,116.986674,99.095168,13.936903,6.184508,-2.229904,0.000000,0.847064,0.119132,0.052865,-0.019061,0.557476,0.154613,-0.557476,-0.01
retail_pesado,24,1,365,191,541036489.05,112.196857,94.971864,12.897972,6.390697,-2.063675,0.000000,0.846475,0.114958,0.056960,-0.018393,0.515919,0.159767,-0.515919,0.00
retail_pesado,24,7,365,191,541036489.05,112.220141,94.992207,12.900593,6.391436,-2.064095,0.000000,0.846481,0.114958,0.056954,-0.018393,0.516024,0.159786,-0.516024,0.00
retail_pesado,24,1,365,192,516150372.50,113.298921,95.646397,13.208030,6.557779,-2.113285,0.000000,0.844195,0.116577,0.057880,-0.018652,0.528321,0.163944,-0.528321,-0.01
retail_pesado,24,7,365,192,516150372.50,113.843551,96.137132,13.271269,6.558554,-2.123403,0.000000,0.844467,0.116575,0.057610,-0.018652,0.530851,0.163964,-0.530851,0.00
retail_pesado,24,1,365,193,521602664.66,118.952573,100.913201,13.734649,6.502267,-2.197544,0.000000,0.848348,0.115463,0.054663,-0.018474,0.549386,0.162557,-0.549386,0.00
retail_pesado,24,7,365,193,521602664.66,118.967221,100.927110,13.736441,6.501501,-2.197831,0.000000,0.848361,0.115464,0.054650,-0.018474,0.549458,0.162538,-0.549458,0.00
retail_pesado,24,1,365,194,541905361.16,102.871014,86.081455,12.383009,6.387831,-1.981281,0.000000,0.836790,0.120374,0.062096,-0.019260,0.495320,0.159696,-0.495320,-0.01
retail_pesado,24,7,365,194,541905361.16,102.904384,86.113349,12.383009,6.389308,-1.981281,0.000000,0.836829,0.120335,0.062090,-0.019254,0.495320,0.159733,-0.495320,0.00
retail_pesado,24,1,365,195,502841086.13,119.082898,100.849159,13.656386,6.762375,-2.185022,0.000000,0.846882,0.114680,0.056787,-0.018349,0.546255,0.169059,-0.546255,0.01
retail_pesado,24,7,365,195,502841086.13,119.138491,100.904751,13.656386,6.762375,-2.185022,0.000000,0.846953,0.114626,0.056761,-0.018340,0.546255,0.169059,-0.546255,0.00
retail_pesado,24,1,365,196,573653531.88,104.174678,87.719761,12.483521,5.968760,-1.997363,0.000000,0.842045,0.119833,0.057296,-0.019173,0.499341,0.149219,-0.499341,-0.01
retail_pesado,24,7,365,196,573653531.88,104.174678,87.719761,12.483521,5.968760,-1.997363,0.000000,0.842045,0.119833,0.057296,-0.019173,0.499341,0.149219,-0.499341,-0.01
retail_pesado,24,1,365,197,517812861.31,104.472353,87.525111,12.318984,6.599295,-1.971037,0.000000,0.837783,0.117916,0.063168,-0.018867,0.492759,0.164982,-0.492759,0.00
retail_pesado,24,7,365,197,517812861.31,104.530574,87.583332,12.318984,6.599295,-1.971037,0.000000,0.837873,0.117851,0.063133,-0.018856,0.492759,0.164982,-0.492759,0.00
retail_pesado,24,1,365,198,575065980.36,116.509728,98.798230,13.836259,6.089040,-2.213801,0.000000,0.847983,0.118756,0.052262,-0.019001,0.553450,0.152226,-0.553450,0.00
retail_pesado,24,7,365,198,575065980.36,116.619560,98.909453,13.836259,6.087649,-2.213801,0.000000,0.848138,0.118644,0.052201,-0.018983,0.553450,0.152191,-0.553450,0.00
retail_pesado,24,1,365,199,573310951.42,111.784524,94.795773,13.045852,6.030235,-2.087336,0.000000,0.848022,0.116705,0.053945,-0.018673,0.521834,0.150756,-0.521834,0.00
retail_pesado,24,7,365,199,573310951.42,111.859478,94.871425,13.045852,6.029538,-2.087336,0.000000,0.848130,0.116627,0.053903,-0.018660,0.521834,0.150738,-0.521834,0.01
retail_pesado,24,1,365,200,529185157.54,110.379368,93.131287,12.840561,6.462010,-2.054490,0.000000,0.843738,0.116331,0.058544,-0.018613,0.513622,0.161550,-0.513622,0.00
retail_pesado,24,7,365,200,529185157.54,110.380124,93.131287,12.840561,6.462766,-2.054490,0.000000,0.843732,0.116330,0.058550,-0.018613,0.513622,0.161569,-0.513622,0.00
retail_pesado,24,1,365,201,540418398.12,102.132091,85.609218,12.038434,6.410589,-1.926149,0.000000,0.838221,0.117871,0.062768,-0.018859,0.481537,0.160265,-0.481537,0.00
retail_pesado,24,7,365,201,540418398.12,102.131351,85.609218,12.038434,6.409848,-1.926149,0.000000,0.838227,0.117872,0.062761,-0.018860,0.481537,0.160246,-0.481537,0.00
retail_pesado,24,1,365,202,526694394.45,102.349491,85.850123,12.036718,6.388524,-1.925875,0.000000,0.838794,0.117604,0.062419,-0.018817,0.481469,0.159713,-0.481469,0.01
retail_pesado,24,7,365,202,526694394.45,102.572561,86.070915,12.036718,6.390803,-1.925875,0.000000,0.839122,0.117348,0.062305,-0.018776,0.481469,0.159770,-0.481469,0.01
retail_pesado,24,1,365,203,553419383.73,115.921074,98.161476,13.700334,6.251317,-2.192054,0.000000,0.846796,0.118187,0.053927,-0.018910,0.548013,0.156283,-0.548013,0.00
retail_pesado,24,7,365,203,553419383.73,115.924569,98.163978,13.700657,6.252040,-2.192105,0.000000,0.846792,0.118186,0.053932,-0.018910,0.548026,0.156301,-0.548026,0.00
retail_pesado,24,1,365,204,562601625.87,113.317233,95.888087,13.406396,6.167775,-2.145023,0.000000,0.846192,0.118309,0.054429,-0.018929,0.536256,0.154194,-0.536256,0.00
retail_pesado,24,7,365,204,562601625.87,113.322355,95.892707,13.406991,6.167775,-2.145119,0.000000,0.846194,0.118308,0.054427,-0.018929,0.536280,0.154194,-0.536280,0.00
retail_pesado,24,1,365,205,539107199.86,112.992370,95.493040,13.215003,6.398727,-2.114400,0.000000,0.845128,0.116955,0.056630,-0.018713,0.528600,0.159968,-0.528600,0.00
retail_pesado,24,7,365,205,539107199.86,113.042851,95.542779,13.215003,6.399469,-2.114400,0.000000,0.845191,0.116903,0.056611,-0.018704,0.528600,0.159987,-0.528600,0.00
retail_pesado,24,1,365,206,509726261.82,128.856276,109.490552,15.031453,6.739304,-2.405033,0.000000,0.849711,0.116653,0.052301,-0.018664,0.601258,0.168483,-0.601258,0.00
retail_pesado,24,7,365,206,509726261.82,128.856276,109.490552,15.031453,6.739304,-2.405033,0.000000,0.849711,0.116653,0.052301,-0.018664,0.601258,0.168483,-0.601258,0.00
retail_pesado,24,1,365,207,599136616.18,106.296691,89.939030,12.576180,5.793670,-2.012189,0.000000,0.846113,0.118312,0.054505,-0.018930,0.503047,0.144842,-0.503047,0.00
retail_pesado,24,7,365,207,599136616.18,106.296691,89.939030,12.576180,5.793670,-2.012189,0.000000,0.846113,0.118312,0.054505,-0.018930,0.503047,0.144842,-0.503047,0.00
retail_pesado,24,1,365,208,562618942.02,102.110883,85.838293,12.008609,6.185359,-1.921378,0.000000,0.840638,0.117604,0.060575,-0.018817,0.480344,0.154634,-0.480344,0.00
retail_pesado,24,7,365,208,562618942.02,102.111594,85.838293,12.008609,6.186070,-1.921378,0.000000,0.840632,0.117603,0.060581,-0.018816,0.480344,0.154652,-0.480344,0.00
retail_pesado,24,1,365,209,534768348.08,113.479940,95.578801,13.776687,6.328722,-2.204270,0.000000,0.842253,0.121402,0.055770,-0.019424,0.551067,0.158218,-0.551067,0.00
retail_pesado,24,7,365,209,534768348.08,113.481436,95.578801,13.776687,6.330218,-2.204270,0.000000,0.842242,0.121400,0.055782,-0.019424,0.551067,0.158255,-0.551067,0.00
retail_pesado,24,1,365,210,537149173.54,107.399641,90.385851,12.642899,6.393755,-2.022864,0.000000,0.841584,0.117718,0.059532,-0.018835,0.505716,0.159844,-0.505716,-0.01
retail_pesado,24,7,365,210,537149173.54,107.605177,90.591387,12.642899,6.393755,-2.022864,0.000000,0.841887,0.117493,0.059419,-0.018799,0.505716,0.159844,-0.505716,-0.01
retail_pesado,24,1,365,211,507146725.52,106.620511,89.549556,12.277556,6.757808,-1.964409,0.000000,0.839891,0.115152,0.063382,-0.018424,0.491102,0.168945,-0.491102,0.00
retail_pesado,24,7,365,211,507146725.52,106.872916,89.797001,12.282522,6.758596,-1.965204,0.000000,0.840222,0.114926,0.063240,-0.018388,0.491301,0.168965,-0.491301,0.00
retail_pesado,24,1,365,212,556617384.19,117.230934,99.253366,14.066743,6.161504,-2.250679,0.000000,0.846648,0.119992,0.052559,-0.019199,0.562670,0.154038,-0.562670,0.00
retail_pesado,24,7,365,212,556617384.19,117.239914,99.261627,14.066743,6.162222,-2.250679,0.000000,0.846654,0.119983,0.052561,-0.019197,0.562670,0.154056,-0.562670,0.00
retail_pesado,24,1,365,213,532315286.76,117.401786,99.348849,13.922680,6.357886,-2.227629,0.000000,0.846229,0.118590,0.054155,-0.018974,0.556907,0.158947,-0.556907,0.01
retail_pesado,24,7,365,213,532315286.76,117.401582,99.350148,13.922680,6.356383,-2.227629,0.000000,0.846242,0.118590,0.054142,-0.018974,0.556907,0.158910,-0.556907,0.01
retail_pesado,24,1,365,214,538115680.80,119.190599,101.210106,13.873777,6.326521,-2.219804,0.000000,0.849145,0.116400,0.053079,-0.018624,0.554951,0.158163,-0.554951,0.00
retail_pesado,24,7,365,214,538115680.80,119.203700,101.221257,13.875213,6.327264,-2.220034,0.000000,0.849145,0.116399,0.053079,-0.018624,0.555009,0.158182,-0.555009,-0.01
retail_pesado,24,1,365,215,559405747.12,109.344378,92.064094,13.233197,6.164399,-2.117311,0.000000,0.841965,0.121023,0.056376,-0.019364,0.529328,0.154110,-0.529328,0.01
retail_pesado,24,7,365,215,559405747.12,109.344378,92.064094,13.233197,6.164399,-2.117311,0.000000,0.841965,0.121023,0.056376,-0.019364,0.529328,0.154110,-0.529328,0.01
retail_pesado,24,1,365,216,525743217.48,117.542187,99.347322,13.986157,6.446493,-2.237785,0.000000,0.845206,0.118988,0.054844,-0.019038,0.559446,0.161162,-0.559446,-0.01
retail_pesado,24,7,365,216,525743217.48,117.542187,99.347322,13.986157,6.446493,-2.237785,0.000000,0.845206,0.118988,0.054844,-0.019038,0.559446,0.161162,-0.559446,-0.01
retail_pesado,24,1,365,217,565722249.27,106.186650,89.466468,12.712319,6.041834,-2.033971,0.000000,0.842540,0.119717,0.056898,-0.019155,0.508493,0.151046,-0.508493,-0.01
retail_pesado,24,7,365,217,565722249.27,106.210174,89.489991,12.712319,6.041834,-2.033971,0.000000,0.842575,0.119690,0.056886,-0.019150,0.508493,0.151046,-0.508493,-0.01
retail_pesado,24,1,365,218,542643191.92,107.112833,90.139762,12.631999,6.362192,-2.021120,0.000000,0.841540,0.117932,0.059397,-0.018869,0.505280,0.159055,-0.505280,0.00
retail_pesado,24,7,365,218,542643191.92,107.112833,90.139762,12.631999,6.362192,-2.021120,0.000000,0.841540,0.117932,0.059397,-0.018869,0.505280,0.159055,-0.505280,0.00
retail_pesado,24,1,365,219,509498576.61,103.863967,87.071578,12.082136,6.643394,-1.933142,0.000000,0.838323,0.116327,0.063962,-0.018612,0.483285,0.166085,-0.483285,0.01
retail_pesado,24,7,365,219,509498576.61,103.864752,87.071578,12.082136,6.644180,-1.933142,0.000000,0.838317,0.116326,0.063970,-0.018612,0.483285,0.166104,-0.483285,0.01
retail_pesado,24,1,365,220,533625419.33,119.036460,100.825778,14.087113,6.377507,-2.253938,0.000000,0.847016,0.118343,0.053576,-0.018935,0.563485,0.159438,-0.563484,0.00
retail_pesado,24,7,365,220,533625419.33,119.036460,100.825778,14.087113,6.377507,-2.253938,0.000000,0.847016,0.118343,0.053576,-0.018935,0.563485,0.159438,-0.563484,0.00
retail_pesado,24,1,365,221,572489208.56,113.674132,96.511444,13.274224,6.012340,-2.123876,0.000000,0.849019,0.116774,0.052891,-0.018684,0.530969,0.150309,-0.530969,0.00
retail_pesado,24,7,365,221,572489208.56,113.736489,96.573101,13.274224,6.013039,-2.123876,0.000000,0.849095,0.116710,0.052868,-0.018674,0.530969,0.150326,-0.530969,0.01
retail_pesado,24,1,365,222,545656522.67,104.945885,88.439460,12.149712,6.300667,-1.943954,0.000000,0.842715,0.115771,0.060037,-0.018523,0.485988,0.157517,-0.485989,0.00
retail_pesado,24,7,365,222,545656522.67,104.945885,88.439460,12.149712,6.300667,-1.943954,0.000000,0.842715,0.115771,0.060037,-0.018523,0.485988,0.157517,-0.485989,0.00
retail_pesado,24,1,365,223,554170228.07,102.165028,85.821891,12.205464,6.090547,-1.952874,0.000000,0.840032,0.119468,0.059615,-0.019115,0.488219,0.152264,-0.488219,0.00
retail_pesado,24,7,365,223,554170228.07,102.196560,85.853422,12.205464,6.090547,-1.952874,0.000000,0.840081,0.119431,0.059596,-0.019109,0.488219,0.152264,-0.488219,0.00
retail_pesado,24,1,365,224,536987902.40,113.187844,95.438506,13.398324,6.494746,-2.143732,0.000000,0.843187,0.118372,0.057380,-0.018940,0.535933,0.162369,-0.535933,0.00
retail_pesado,24,7,365,224,536987902.40,113.187844,95.438506,13.398324,6.494746,-2.143732,0.000000,0.843187,0.118372,0.057380,-0.018940,0.535933,0.162369,-0.535933,0.00
retail_pesado,24,1,365,225,507614637.93,101.463953,85.052131,11.668209,6.610526,-1.866913,0.000000,0.838250,0.114999,0.065151,-0.018400,0.466728,0.165263,-0.466728,-0.01
retail_pesado,24,7,365,225,507614637.93,101.463953,85.052131,11.668209,6.610526,-1.866913,0.000000,0.838250,0.114999,0.065151,-0.018400,0.466728,0.165263,-0.466728,-0.01
retail_pesado,24,1,365,226,508763785.33,119.543934,101.167089,13.985987,6.628616,-2.237758,0.000000,0.846275,0.116995,0.055449,-0.018719,0.559439,0.165715,-0.559439,-0.01
retail_pesado,24,7,365,226,508763785.33,119.603686,101.220295,13.992843,6.629403,-2.238855,0.000000,0.846297,0.116993,0.055428,-0.018719,0.559714,0.165735,-0.559714,0.00
retail_pesado,24,1,365,227,551924867.33,104.170302,87.554973,12.371450,6.223311,-1.979432,0.000000,0.840498,0.118762,0.059742,-0.019002,0.494858,0.155583,-0.494858,0.00
retail_pesado,24,7,365,227,551924867.33,104.170302,87.554973,12.371450,6.223311,-1.979432,0.000000,0.840498,0.118762,0.059742,-0.019002,0.494858,0.155583,-0.494858,0.00
retail_pesado,24,1,365,228,517753829.68,108.960561,91.984626,12.481928,6.491116,-1.997108,0.000000,0.844201,0.114555,0.059573,-0.018329,0.499277,0.162278,-0.499277,0.00
retail_pesado,24,7,365,228,517753829.68,108.982135,92.006200,12.481928,6.491116,-1.997108,0.000000,0.844232,0.114532,0.059561,-0.018325,0.499277,0.162278,-0.499277,0.00
retail_pesado,24,1,365,229,560369587.44,108.420135,91.780074,12.417366,6.209473,-1.986779,0.000000,0.846522,0.114530,0.057272,-0.018325,0.496695,0.155237,-0.496695,-0.01
retail_pesado,24,7,365,229,560369587.44,108.538671,91.897896,12.417366,6.210187,-1.986779,0.000000,0.846683,0.114405,0.057216,-0.018305,0.496695,0.155255,-0.496695,0.00
retail_pesado,24,1,365,230,553417921.89,104.312183,88.164592,11.922373,6.132797,-1.907580,0.000000,0.845199,0.114295,0.058793,-0.018287,0.476895,0.153320,-0.476895,-0.01
retail_pesado,24,7,365,230,553417921.89,104.320893,88.174025,11.922373,6.132075,-1.907580,0.000000,0.845219,0.114286,0.058781,-0.018286,0.476895,0.153302,-0.476895,-0.01
retail_pesado,24,1,365,231,552590828.87,103.968979,87.423093,12.260654,6.246937,-1.961705,0.000000,0.840857,0.117926,0.060085,-0.018868,0.490426,0.156173,-0.490426,-0.01
retail_pesado,24,7,365,231,552590828.87,104.569456,88.022846,12.260654,6.247661,-1.961705,0.000000,0.841764,0.117249,0.059747,-0.018760,0.490426,0.156192,-0.490426,-0.02
retail_pesado,24,1,365,232,530796981.33,105.695581,89.041400,12.280699,6.338393,-1.964912,0.000000,0.842433,0.116189,0.059968,-0.018590,0.491228,0.158460,-0.491228,0.00
retail_pesado,24,7,365,232,530796981.33,105.883457,89.224167,12.285885,6.339147,-1.965742,0.000000,0.842664,0.116032,0.059869,-0.018565,0.491435,0.158479,-0.491435,0.00
retail_pesado,24,1,365,233,518132964.77,106.652159,89.635542,12.515794,6.503350,-2.002527,0.000000,0.840448,0.117352,0.060977,-0.018776,0.500632,0.162584,-0.500632,0.00
retail_pesado,24,7,365,233,518132964.77,106.659000,89.642383,12.515794,6.503350,-2.002527,0.000000,0.840458,0.117344,0.060973,-0.018775,0.500632,0.162584,-0.500632,0.00
retail_pesado,24,1,365,234,547704978.72,99.525303,83.689207,11.478000,6.194576,-1.836480,0.000000,0.840884,0.115327,0.062241,-0.018452,0.459120,0.154864,-0.459120,-0.01
retail_pesado,24,7,365,234,547704978.72,99.748644,83.895414,11.498398,6.194576,-1.839744,0.000000,0.841068,0.115274,0.062102,-0.018444,0.459936,0.154864,-0.459936,0.00
retail_pesado,24,1,365,235,552249095.63,106.539112,90.130620,12.164056,6.190685,-1.946249,0.000000,0.845986,0.114175,0.058107,-0.018268,0.486562,0.154767,-0.486562,0.00
retail_pesado,24,7,365,235,552249095.63,106.362768,89.954276,12.164056,6.190685,-1.946249,0.000000,0.845731,0.114364,0.058203,-0.018298,0.486562,0.154767,-0.486562,0.00
retail_pesado,24,1,365,236,525836178.05,112.212644,94.725490,13.105154,6.478824,-2.096825,0.000000,0.844161,0.116789,0.057737,-0.018686,0.524206,0.161971,-0.524206,0.00
retail_pesado,24,7,365,236,525836178.05,112.212644,94.725490,13.105154,6.478824,-2.096825,0.000000,0.844161,0.116789,0.057737,-0.018686,0.524206,0.161971,-0.524206,0.00
retail_pesado,24,1,365,237,515529524.40,110.800516,93.437760,12.861979,6.558693,-2.057917,0.000000,0.843297,0.116082,0.059194,-0.018573,0.514479,0.163967,-0.514479,0.00
retail_pesado,24,7,365,237,515529524.40,110.800516,93.437760,12.861979,6.558693,-2.057917,0.000000,0.843297,0.116082,0.059194,-0.018573,0.514479,0.163967,-0.514479,0.00
retail_pesado,24,1,365,238,533914011.39,108.589511,91.444625,12.803682,6.389793,-2.048589,0.000000,0.842113,0.117909,0.058844,-0.018865,0.512147,0.159745,-0.512147,0.01
retail_pesado,24,7,365,238,533914011.39,108.588762,91.444625,12.803682,6.389044,-2.048589,0.000000,0.842119,0.117910,0.058837,-0.018866,0.512147,0.159726,-0.512147,0.01
retail_pesado,24,1,365,239,522470109.83,117.909953,99.642718,14.067983,6.450130,-2.250877,0.000000,0.845075,0.119311,0.054704,-0.019090,0.562719,0.161253,-0.562719,0.00
retail_pesado,24,7,365,239,522470109.83,117.912342,99.645106,14.067983,6.450130,-2.250877,0.000000,0.845078,0.119309,0.054703,-0.019089,0.562719,0.161253,-0.562719,0.00
retail_pesado,24,1,365,240,490924224.51,108.506490,91.079021,12.601029,6.842604,-2.016165,0.000000,0.839388,0.116132,0.063062,-0.018581,0.504041,0.171065,-0.504041,-0.01
retail_pesado,24,7,365,240,490924224.51,108.561196,91.134542,12.601029,6.841789,-2.016165,0.000000,0.839476,0.116073,0.063022,-0.018572,0.504041,0.171045,-0.504041,-0.01
retail_pesado,24,1,365,241,520097701.75,108.910477,91.737860,12.537569,6.641060,-2.006011,0.000000,0.842324,0.115118,0.060977,-0.018419,0.501503,0.166026,-0.501503,-0.01
retail_pesado,24,7,365,241,520097701.75,108.910477,91.737860,12.537569,6.641060,-2.006011,0.000000,0.842324,0.115118,0.060977,-0.018419,0.501503,0.166026,-0.501503,-0.01
retail_pesado,24,1,365,242,546447685.27,114.879771,97.152259,13.557604,6.339125,-2.169217,0.000000,0.845686,0.118016,0.055181,-0.018882,0.542304,0.158478,-0.542304,0.00
retail_pesado,24,7,365,242,546447685.27,114.907014,97.180234,13.557604,6.338393,-2.169217,0.000000,0.845729,0.117988,0.055161,-0.018878,0.542304,0.158460,-0.542304,-0.01
retail_pesado,24,1,365,243,533114181.95,115.726798,97.627528,13.997218,6.341606,-2.239555,0.000000,0.843603,0.120951,0.054798,-0.019352,0.559889,0.158540,-0.559889,-0.01
retail_pesado,24,7,365,243,533114181.95,116.005126,97.904356,13.997218,6.343106,-2.239555,0.000000,0.843966,0.120660,0.054680,-0.019306,0.559889,0.158578,-0.559889,-0.01
retail_pesado,24,1,365,244,546579673.30,111.411320,94.324481,12.927403,6.227820,-2.068384,0.000000,0.846633,0.116033,0.055899,-0.018565,0.517096,0.155696,-0.517096,0.00
retail_pesado,24,7,365,244,546579673.30,111.672840,94.573971,12.938241,6.230748,-2.070119,0.000000,0.846884,0.115858,0.055795,-0.018537,0.517530,0.155769,-0.517530,0.00
retail_pesado,24,1,365,245,551986675.05,107.633641,90.818133,12.626980,6.208846,-2.020317,0.000000,0.843771,0.117314,0.057685,-0.018770,0.505079,0.155221,-0.505079,0.00
retail_pesado,24,7,365,245,551986675.05,107.716266,90.900758,12.626980,6.208846,-2.020317,0.000000,0.843891,0.117224,0.057641,-0.018756,0.505079,0.155221,-0.505079,0.01
retail_pesado,24,1,365,246,504771708.78,98.870981,82.772685,11.100645,6.773755,-1.776103,0.000000,0.837179,0.112274,0.068511,-0.017964,0.444026,0.169344,-0.444026,0.00
retail_pesado,24,7,365,246,504771708.78,99.247061,83.148765,11.100645,6.773755,-1.776103,0.000000,0.837796,0.111849,0.068251,-0.017896,0.444026,0.169344,-0.444026,0.00
retail_pesado,24,1,365,247,541903341.60,109.853984,92.864618,12.803624,6.234322,-2.048580,0.000000,0.845346,0.116551,0.056751,-0.018648,0.512145,0.155858,-0.512145,-0.01
retail_pesado,24,7,365,247,541903341.60,110.177126,93.154864,12.841027,6.235798,-2.054564,0.000000,0.845501,0.116549,0.056598,-0.018648,0.513641,0.155895,-0.513641,-0.01
retail_pesado,24,1,365,248,560544721.36,116.740685,99.032199,13.795251,6.120475,-2.207240,0.000000,0.848309,0.118170,0.052428,-0.018907,0.551810,0.153012,-0.551810,0.00
retail_pesado,24,7,365,248,560544721.36,116.757853,99.049366,13.795251,6.120475,-2.207240,0.000000,0.848332,0.118153,0.052420,-0.018904,0.551810,0.153012,-0.551810,0.00
retail_pesado,24,1,365,249,597409629.74,109.535936,92.991493,12.816063,5.778949,-2.050570,0.000000,0.848959,0.117003,0.052758,-0.018721,0.512643,0.144474,-0.512643,-0.02
retail_pesado,24,7,365,249,597409629.74,109.535936,92.991493,12.816063,5.778949,-2.050570,0.000000,0.848959,0.117003,0.052758,-0.018721,0.512643,0.144474,-0.512643,-0.02
retail_pesado,24,1,365,250,550409804.25,111.745925,94.633728,12.981499,6.207738,-2.077040,0.000000,0.846865,0.116170,0.055552,-0.018587,0.519260,0.155193,-0.519260,0.00
retail_pesado,24,7,365,250,550409804.25,111.746652,94.633728,12.981499,6.208465,-2.077040,0.000000,0.846860,0.116169,0.055558,-0.018587,0.519260,0.155212,-0.519260,0.00
retail_pesado,24,1,365,251,516276816.42,111.614940,93.967952,13.155389,6.596461,-2.104862,0.000000,0.841894,0.117864,0.059100,-0.018858,0.526216,0.164912,-0.526216,0.01
retail_pesado,24,7,365,251,516276816.42,111.695179,94.039655,13.164629,6.597236,-2.106341,0.000000,0.841931,0.117862,0.059065,-0.018858,0.526585,0.164931,-0.526585,0.00
retail_pesado,24,1,365,252,512074788.57,111.165869,93.592680,12.951946,6.693554,-2.072311,0.000000,0.841919,0.116510,0.060212,-0.018642,0.518078,0.167339,-0.518078,0.00
retail_pesado,24,7,365,252,512074788.57,111.218180,93.644991,12.951946,6.693554,-2.072311,0.000000,0.841994,0.116455,0.060184,-0.018633,0.518078,0.167339,-0.518078,0.00
retail_pesado,24,1,365,253,537877351.97,120.867685,102.817854,13.890128,6.382124,-2.222420,0.000000,0.850665,0.114920,0.052803,-0.018387,0.555605,0.159553,-0.555605,0.00
retail_pesado,24,7,365,253,537877351.97,120.867685,102.817854,13.890128,6.382124,-2.222420,0.000000,0.850665,0.114920,0.052803,-0.018387,0.555605,0.159553,-0.555605,0.00
retail_pesado,24,1,365,254,545267127.14,121.042396,102.768059,14.410576,6.169453,-2.305692,0.000000,0.849025,0.119054,0.050969,-0.019049,0.576423,0.154236,-0.576423,-0.01
retail_pesado,24,7,365,254,545267127.14,121.691318,103.415526,14.411435,6.170187,-2.305830,0.000000,0.849818,0.118426,0.050704,-0.018948,0.576457,0.154255,-0.576457,0.00
retail_pesado,24,1,365,255,569898267.89,111.859540,94.770129,13.063372,6.116179,-2.090139,0.000000,0.847224,0.116784,0.054677,-0.018685,0.522535,0.152904,-0.522535,0.01
retail_pesado,24,7,365,255,569898267.89,111.859540,94.770129,13.063372,6.116179,-2.090139,0.000000,0.847224,0.116784,0.054677,-0.018685,0.522535,0.152904,-0.522535,0.01
retail_pesado,24,1,365,256,558655105.48,99.621051,83.661570,11.620266,6.198458,-1.859242,0.000000,0.839798,0.116645,0.062220,-0.018663,0.464811,0.154961,-0.464811,0.01
retail_pesado,24,7,365,256,558655105.48,99.655843,83.697795,11.620266,6.197026,-1.859242,0.000000,0.839868,0.116604,0.062184,-0.018657,0.464811,0.154926,-0.464811,0.01
retail_pesado,24,1,365,257,552151412.58,127.204704,108.258355,15.115880,6.249011,-2.418541,0.000000,0.851056,0.118831,0.049126,-0.019013,0.604635,0.156225,-0.604635,0.00
retail_pesado,24,7,365,257,552151412.58,127.206878,108.258355,15.115880,6.251184,-2.418541,0.000000,0.851042,0.118829,0.049142,-0.019013,0.604635,0.156280,-0.604635,0.00
retail_pesado,24,1,365,258,533479906.08,103.984019,87.572526,11.936010,6.385245,-1.909762,0.000000,0.842173,0.114787,0.061406,-0.018366,0.477440,0.159631,-0.477440,0.00
retail_pesado,24,7,365,258,533479906.08,103.984019,87.572526,11.936010,6.385245,-1.909762,0.000000,0.842173,0.114787,0.061406,-0.018366,0.477440,0.159631,-0.477440,0.00
retail_pesado,24,1,365,259,562979377.26,110.672280,93.771029,12.867459,6.092586,-2.058793,0.000000,0.847286,0.116266,0.055051,-0.018603,0.514698,0.152315,-0.514698,0.00
retail_pesado,24,7,365,259,562979377.26,110.686853,93.785602,12.867459,6.092586,-2.058793,0.000000,0.847306,0.116251,0.055043,-0.018600,0.514698,0.152315,-0.514698,0.00
retail_pesado,24,1,365,260,514001702.03,117.624909,99.348982,13.760046,6.717487,-2.201607,0.000000,0.844625,0.116982,0.057109,-0.018717,0.550402,0.167937,-0.550402,0.00
retail_pesado,24,7,365,260,514001702.03,117.803183,99.524922,13.760046,6.719822,-2.201607,0.000000,0.844841,0.116805,0.057043,-0.018689,0.550402,0.167996,-0.550402,0.00
retail_pesado,24,1,365,261,541448205.77,109.850848,92.587623,13.014352,6.331169,-2.082296,0.000000,0.842849,0.118473,0.057634,-0.018956,0.520574,0.158279,-0.520574,-0.01
